CancerType,ENSG,cMDT,GeneName,Count,Total,Frequency
Muscle.Bone-Leiomyo,ENSG00000170417,ENST00000409528,TMEM182,6,34,0.18
Muscle.Bone-Leiomyo,ENSG00000166734,ENST00000360824,CASC4,6,34,0.18
Muscle.Bone-Leiomyo,ENSG00000165629,ENST00000356708,ATP5C1,6,34,0.18
Muscle.Bone-Leiomyo,ENSG00000143318,ENST00000368079,CASQ1,6,34,0.18
Muscle.Bone-Leiomyo,ENSG00000112319,ENST00000355167,EYA4,6,34,0.18
Brain.CNS-GBM,ENSG00000095713,ENST00000370597,CRTAC1,5,28,0.18
Blood.Lymph-CLL,ENSG00000149196,ENST00000533986,C11orf73,12,68,0.18
Blood.Lymph-CLL,ENSG00000133835,ENST00000510025,HSD17B4,12,68,0.18
Stomach.Stomach-AdenoCA,ENSG00000129933,ENST00000392313,MAU2,5,29,0.17
Stomach.Stomach-AdenoCA,ENSG00000100664,ENST00000558265,EIF5,5,29,0.17
Skin.Skin-Melanoma,ENSG00000136205,ENST00000355730,TNS3,6,36,0.17
Skin.Skin-Melanoma,ENSG00000002822,ENST00000437877,MAD1L1,6,36,0.17
Pancreas.Panc-AdenoCA,ENSG00000077616,ENST00000375944,NAALAD2,13,75,0.17
Pancreas.Panc-AdenoCA,ENSG00000033867,ENST00000455077,SLC4A7,13,75,0.17
Ovary.Ovary-AdenoCA,ENSG00000166451,ENST00000299572,CENPN,19,110,0.17
Ovary.Ovary-AdenoCA,ENSG00000160999,ENST00000432527,SH2B2,19,110,0.17
Ovary.Ovary-AdenoCA,ENSG00000117620,ENST00000427993,SLC35A3,19,110,0.17
Lung.Lung-SCC,ENSG00000105143,ENST00000221742,SLC1A6,8,47,0.17
Liver.Liver-HCC,ENSG00000171345,ENST00000593096,KRT19,17,100,0.17
Kidney.Kidney-RCC,ENSG00000109320,ENST00000505458,NFKB1,20,117,0.17
CervixUteri.Cervix-SCC,ENSG00000185798,ENST00000429115,WDR53,3,18,0.17
CervixUteri.Cervix-SCC,ENSG00000162923,ENST00000486652,WDR26,3,18,0.17
CervixUteri.Cervix-SCC,ENSG00000145990,ENST00000379284,GFOD1,3,18,0.17
CervixUteri.Cervix-SCC,ENSG00000142945,ENST00000372218,KIF2C,3,18,0.17
CervixUteri.Cervix-SCC,ENSG00000139970,ENST00000395090,RTN1,3,18,0.17
CervixUteri.Cervix-SCC,ENSG00000135424,ENST00000554327,ITGA7,3,18,0.17
CervixUteri.Cervix-SCC,ENSG00000101082,ENST00000262866,SLA2,3,18,0.17
CervixUteri.Cervix-SCC,ENSG00000100109,ENST00000407148,TFIP11,3,18,0.17
CervixUteri.Cervix-SCC,ENSG00000100024,ENST00000326010,UPB1,3,18,0.17
CervixUteri.Cervix-SCC,ENSG00000032742,ENST00000537103,IFT88,3,18,0.17
CervixUteri.Cervix-SCC,ENSG00000003096,ENST00000539496,KLHL13,3,18,0.17
Breast.Breast-LobularCA,ENSG00000198000,ENST00000542053,NOL8,1,6,0.17
Breast.Breast-LobularCA,ENSG00000197757,ENST00000504315,HOXC6,1,6,0.17
Breast.Breast-LobularCA,ENSG00000130595,ENST00000397304,TNNT3,1,6,0.17
Breast.Breast-LobularCA,ENSG00000119888,ENST00000405271,EPCAM,1,6,0.17
Breast.Breast-LobularCA,ENSG00000089169,ENST00000420983,RPH3A,1,6,0.17
Brain.CNS-Oligo,ENSG00000126214,ENST00000445352,KLC1,3,18,0.17
Blood.Lymph-BNHL,ENSG00000100767,ENST00000427855,PAPLN,17,103,0.17
Bladder.Bladder-TCC,ENSG00000167394,ENST00000426488,ZNF668,4,23,0.17
Bladder.Bladder-TCC,ENSG00000164830,ENST00000449762,OXR1,4,23,0.17
Bladder.Bladder-TCC,ENSG00000162909,ENST00000433674,CAPN2,4,23,0.17
Bladder.Bladder-TCC,ENSG00000156136,ENST00000504952,DCK,4,23,0.17
Bladder.Bladder-TCC,ENSG00000155984,ENST00000513505,TMEM185A,4,23,0.17
Bladder.Bladder-TCC,ENSG00000151413,ENST00000536705,NUBPL,4,23,0.17
Bladder.Bladder-TCC,ENSG00000149328,ENST00000525089,GLB1L2,4,23,0.17
Bladder.Bladder-TCC,ENSG00000149262,ENST00000535943,INTS4,4,23,0.17
Bladder.Bladder-TCC,ENSG00000139793,ENST00000345429,MBNL2,4,23,0.17
Bladder.Bladder-TCC,ENSG00000139625,ENST00000267079,MAP3K12,4,23,0.17
Bladder.Bladder-TCC,ENSG00000139370,ENST00000376744,SLC15A4,4,23,0.17
Bladder.Bladder-TCC,ENSG00000136153,ENST00000321797,LMO7,4,23,0.17
Bladder.Bladder-TCC,ENSG00000115657,ENST00000443805,ABCB6,4,23,0.17
Bladder.Bladder-TCC,ENSG00000106799,ENST00000374990,TGFBR1,4,23,0.17
Bladder.Bladder-TCC,ENSG00000096717,ENST00000406900,SIRT1,4,23,0.17
Bladder.Bladder-TCC,ENSG00000092108,ENST00000554437,SCFD1,4,23,0.17
Bladder.Bladder-TCC,ENSG00000088280,ENST00000495646,ASAP3,4,23,0.17
Uterus.Uterus-AdenoCA,ENSG00000075073,ENST00000373307,TACR2,7,44,0.16
Prostate.Prost-AdenoCA,ENSG00000186868,ENST00000340799,MAPT,3,19,0.16
Prostate.Prost-AdenoCA,ENSG00000104413,ENST00000358397,ESRP1,3,19,0.16
Prostate.Prost-AdenoCA,ENSG00000081803,ENST00000412584,CADPS2,3,19,0.16
Prostate.Prost-AdenoCA,ENSG00000074266,ENST00000351625,EED,3,19,0.16
Pancreas.Panc-AdenoCA,ENSG00000221955,ENST00000430155,SLC12A8,12,75,0.16
Pancreas.Panc-AdenoCA,ENSG00000156218,ENST00000567476,ADAMTSL3,12,75,0.16
Pancreas.Panc-AdenoCA,ENSG00000139055,ENST00000540097,ERP27,12,75,0.16
Pancreas.Panc-AdenoCA,ENSG00000093072,ENST00000399837,CECR1,12,75,0.16
Ovary.Ovary-AdenoCA,ENSG00000115525,ENST00000377332,ST3GAL5,18,110,0.16
Liver.Liver-HCC,ENSG00000237765,ENST00000503617,FAM200B,16,100,0.16
Kidney.Kidney-ChRCC,ENSG00000177103,ENST00000525836,DSCAML1,7,43,0.16
Kidney.Kidney-ChRCC,ENSG00000168394,ENST00000354258,TAP1,7,43,0.16
Colon.ColoRect-AdenoCA,ENSG00000178462,ENST00000479328,TUBAL3,8,51,0.16
Colon.ColoRect-AdenoCA,ENSG00000108064,ENST00000373895,TFAM,8,51,0.16
Blood.Lymph-CLL,ENSG00000213658,ENST00000395461,LAT,11,68,0.16
Blood.Lymph-CLL,ENSG00000161010,ENST00000518219,C5orf45,11,68,0.16
Thyroid.Thy-AdenoCA,ENSG00000100629,ENST00000281129,CEP128,7,47,0.15
Pancreas.Panc-AdenoCA,ENSG00000175575,ENST00000544552,PAAF1,11,75,0.15
Pancreas.Panc-AdenoCA,ENSG00000132334,ENST00000419012,PTPRE,11,75,0.15
Pancreas.Panc-AdenoCA,ENSG00000132330,ENST00000373332,SCLY,11,75,0.15
Pancreas.Panc-AdenoCA,ENSG00000115468,ENST00000410095,EFHD1,11,75,0.15
Pancreas.Panc-AdenoCA,ENSG00000107736,ENST00000398809,CDH23,11,75,0.15
Ovary.Ovary-AdenoCA,ENSG00000185515,ENST00000369459,BRCC3,17,110,0.15
Ovary.Ovary-AdenoCA,ENSG00000106018,ENST00000377633,VIPR2,16,110,0.15
Ovary.Ovary-AdenoCA,ENSG00000047932,ENST00000368498,GOPC,16,110,0.15
Muscle.Bone-Leiomyo,ENSG00000251247,ENST00000589046,ZNF345,5,34,0.15
Muscle.Bone-Leiomyo,ENSG00000174437,ENST00000395494,ATP2A2,5,34,0.15
Muscle.Bone-Leiomyo,ENSG00000149929,ENST00000564026,HIRIP3,5,34,0.15
Muscle.Bone-Leiomyo,ENSG00000145216,ENST00000514543,FIP1L1,5,34,0.15
Muscle.Bone-Leiomyo,ENSG00000143774,ENST00000391865,GUK1,5,34,0.15
Muscle.Bone-Leiomyo,ENSG00000105993,ENST00000429029,DNAJB6,5,34,0.15
Muscle.Bone-Leiomyo,ENSG00000100321,ENST00000328933,SYNGR1,5,34,0.15
Muscle.Bone-Leiomyo,ENSG00000070610,ENST00000378088,GBA2,5,34,0.15
Muscle.Bone-Leiomyo,ENSG00000009830,ENST00000556394,POMT2,5,34,0.15
Muscle.Bone-Leiomyo,ENSG00000006283,ENST00000352832,CACNA1G,5,34,0.15
Blood.Lymph-CLL,ENSG00000229314,ENST00000538816,ORM1,10,68,0.15
Blood.Lymph-CLL,ENSG00000143543,ENST00000368589,JTB,10,68,0.15
Blood.Lymph-CLL,ENSG00000114054,ENST00000468777,PCCB,10,68,0.15
Blood.Lymph-CLL,ENSG00000105968,ENST00000222690,H2AFV,10,68,0.15
Blood.Lymph-CLL,ENSG00000067182,ENST00000366159,TNFRSF1A,10,68,0.15
Uterus.Uterus-AdenoCA,ENSG00000230873,ENST00000536551,STMND1,6,44,0.14
Uterus.Uterus-AdenoCA,ENSG00000138443,ENST00000454023,ABI2,6,44,0.14
Uterus.Uterus-AdenoCA,ENSG00000122783,ENST00000393114,C7orf49,6,44,0.14
Uterus.Uterus-AdenoCA,ENSG00000109775,ENST00000514247,UFSP2,6,44,0.14
Stomach.Stomach-AdenoCA,ENSG00000173482,ENST00000332175,PTPRM,4,29,0.14
Stomach.Stomach-AdenoCA,ENSG00000138193,ENST00000260766,PLCE1,4,29,0.14
Stomach.Stomach-AdenoCA,ENSG00000136451,ENST00000581208,VEZF1,4,29,0.14
Stomach.Stomach-AdenoCA,ENSG00000105176,ENST00000392271,URI1,4,29,0.14
Stomach.Stomach-AdenoCA,ENSG00000014914,ENST00000369140,MTMR11,4,29,0.14
Ovary.Ovary-AdenoCA,ENSG00000082213,ENST00000325366,C5orf22,15,110,0.14
Liver.Liver-HCC,ENSG00000172113,ENST00000421967,NME6,14,100,0.14
Kidney.Kidney-ChRCC,ENSG00000121653,ENST00000395629,MAPK8IP1,6,43,0.14
Kidney.Kidney-ChRCC,ENSG00000091428,ENST00000397081,RAPGEF4,6,43,0.14
Esophagus.Eso-AdenoCA,ENSG00000258311,ENST00000551946,RP11-644F5.10,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000257923,ENST00000425244,CUX1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000256087,ENST00000598745,ZNF432,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000253710,ENST00000523764,ALG11,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000250021,ENST00000558648,C15orf38-AP3S2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000249915,ENST00000507528,PDCD6,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000244754,ENST00000446957,N4BP2L2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000241685,ENST00000432786,ARPC1A,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000240682,ENST00000496163,ISY1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000240065,ENST00000414474,PSMB9,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000239264,ENST00000473453,TXNDC5,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000231500,ENST00000474973,RPS18,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000230989,ENST00000567382,HSBP1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000225663,ENST00000576431,FAM195B,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000225190,ENST00000446609,PLEKHM1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000224389,ENST00000425700,C4B,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000223865,ENST00000416804,HLA-DPB1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000221983,ENST00000594527,UBA52,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000221829,ENST00000448890,FANCG,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000215788,ENST00000351748,TNFRSF25,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000215305,ENST00000417508,VPS16,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000214530,ENST00000537351,STARD10,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000214253,ENST00000474120,FIS1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000211460,ENST00000536142,TSN,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000211445,ENST00000517973,GPX3,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000205937,ENST00000564311,RNPS1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000205531,ENST00000492685,NAP1L4,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000205413,ENST00000446617,SAMD9,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000204568,ENST00000506373,MRPS18B,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000204525,ENST00000383329,HLA-C,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000204257,ENST00000422832,HLA-DMA,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000204256,ENST00000481259,BRD2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000198952,ENST00000368267,SMG5,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000198947,ENST00000378680,DMD,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000198931,ENST00000568319,APRT,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000198791,ENST00000518541,CNOT7,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000198740,ENST00000430262,ZNF652,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000198624,ENST00000518189,CCDC69,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000198542,ENST00000376162,ITGBL1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000198176,ENST00000538138,TFDP1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000197879,ENST00000571715,MYO1C,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000197457,ENST00000540534,STMN3,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000197345,ENST00000544567,MRPL21,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000197102,ENST00000553423,DYNC1H1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000197043,ENST00000522664,ANXA6,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000196961,ENST00000597774,AP2A1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000196878,ENST00000415782,LAMB3,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000196712,ENST00000431387,NF1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000196683,ENST00000405021,TOMM7,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000196323,ENST00000530205,ZBTB44,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000196290,ENST00000409588,NIF3L1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000196235,ENST00000402194,SUPT5H,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000189180,ENST00000458705,ZNF33A,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000189159,ENST00000356033,HN1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000188938,ENST00000476484,FAM120AOS,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000188612,ENST00000314523,SUMO2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000187778,ENST00000546244,MCRS1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000187736,ENST00000457600,NHEJ1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000187257,ENST00000441514,RSBN1L,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000187079,ENST00000361985,TEAD1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000187051,ENST00000420879,RPS19BP1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000186815,ENST00000546781,TPCN1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000186501,ENST00000498220,TMEM222,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000186480,ENST00000342407,INSIG1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000186298,ENST00000551582,PPP1CC,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000186141,ENST00000369294,POLR3C,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000186081,ENST00000551188,KRT5,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000185960,ENST00000381578,SHOX,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000185722,ENST00000572412,ANKFY1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000185721,ENST00000548143,DRG1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000185651,ENST00000545681,UBE2L3,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000185630,ENST00000559240,PBX1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000185246,ENST00000553605,PRPF39,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000185158,ENST00000583342,LRRC37B,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000184900,ENST00000397898,SUMO3,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000184277,ENST00000558129,TM2D3,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000184207,ENST00000562001,PGP,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000182923,ENST00000354446,CEP63,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000182871,ENST00000423214,COL18A1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000182774,ENST00000558397,RPS17L,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000182704,ENST00000525167,TSKU,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000182685,ENST00000562360,BRICD5,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000182446,ENST00000374747,NPLOC4,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000182117,ENST00000557912,NOP10,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000182087,ENST00000592590,TMEM259,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000181852,ENST00000551711,RNF41,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000181163,ENST00000523622,NPM1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000181061,ENST00000452906,HIGD1A,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000180879,ENST00000370085,SSR4,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000180304,ENST00000559753,OAZ2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000179889,ENST00000566426,PDXDC1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000179632,ENST00000534811,MAF1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000179403,ENST00000404702,VWA1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000179115,ENST00000586146,FARSA,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000179094,ENST00000582719,PER1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000178982,ENST00000591409,EIF3K,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000178719,ENST00000533044,GRINA,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000178202,ENST00000375648,KDELC2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000177830,ENST00000528521,CHID1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000177427,ENST00000395704,MIEF2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000177409,ENST00000414791,SAMD9L,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000177239,ENST00000542372,MAN1B1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000177156,ENST00000528097,TALDO1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000177106,ENST00000526198,EPS8L2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000177084,ENST00000536445,POLE,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000176978,ENST00000463619,DPP7,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000176920,ENST00000522966,FUT2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000176531,ENST00000600660,PHLDB3,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000176209,ENST00000518574,SMIM19,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000175854,ENST00000372898,SWI5,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000175550,ENST00000527119,DRAP1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000175482,ENST00000531239,POLD4,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000175470,ENST00000422256,PPP2R2D,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000175455,ENST00000479903,CCDC14,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000175324,ENST00000520755,LSM1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000175265,ENST00000359187,GOLGA8A,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000175224,ENST00000395549,ATG13,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000175221,ENST00000586017,MED16,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000175198,ENST00000413170,PCCA,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000175166,ENST00000432855,PSMD2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000174851,ENST00000528575,YIF1A,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000174744,ENST00000527375,BRMS1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000174151,ENST00000369868,CYB561D1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000173848,ENST00000542715,NET1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000173692,ENST00000373635,PSMD1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000173442,ENST00000533237,EHBP1L1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000173369,ENST00000510260,C1QB,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000173327,ENST00000530153,MAP3K11,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000173275,ENST00000370761,ZNF449,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000172939,ENST00000426620,OXSR1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000172830,ENST00000532600,SSH3,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000172819,ENST00000327550,RARG,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000172724,ENST00000378800,CCL19,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000172671,ENST00000465407,ZFAND4,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000172493,ENST00000544085,AFF1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000172301,ENST00000579984,COPRS,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000172062,ENST00000503079,SMN1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000172057,ENST00000581284,ORMDL3,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000171960,ENST00000372550,PPIH,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000171735,ENST00000486138,CAMTA1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000171621,ENST00000450402,SPSB1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000170871,ENST00000508423,KIAA0232,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000169738,ENST00000579004,DCXR,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000168894,ENST00000443647,RNF181,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000168679,ENST00000437429,SLC16A4,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000168496,ENST00000535307,FEN1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000168461,ENST00000578734,RAB31,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000168439,ENST00000538945,STIP1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000168003,ENST00000541425,SLC3A2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167967,ENST00000562589,E4F1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167881,ENST00000591272,SRP68,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167863,ENST00000344546,ATP5H,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167775,ENST00000599573,CD320,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167770,ENST00000543004,OTUB1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167740,ENST00000573984,CYB5D2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167670,ENST00000585854,CHAF1A,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167615,ENST00000436479,LENG8,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167468,ENST00000588919,GPX4,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167325,ENST00000534285,RRM1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167283,ENST00000524422,ATP5L,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167232,ENST00000595533,ZNF91,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167118,ENST00000470840,URM1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167110,ENST00000609374,GOLGA2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167085,ENST00000512041,PHB,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000167005,ENST00000568822,NUDT21,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000166986,ENST00000315473,MARS,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000166839,ENST00000357698,ANKDD1A,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000166747,ENST00000564155,AP1G1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000166734,ENST00000558847,CASC4,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000166595,ENST00000568572,FAM96B,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000166478,ENST00000417726,ZNF143,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000166387,ENST00000528883,PPFIBP2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000166224,ENST00000409118,SGPL1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000166200,ENST00000560240,COPS2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000165782,ENST00000554028,TMEM55B,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000165637,ENST00000298468,VDAC2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000165617,ENST00000556859,DACT1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000165169,ENST00000432389,DYNLT3,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000165140,ENST00000414122,FBP1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000164506,ENST00000367480,STXBP5,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000164323,ENST00000514798,KIAA1430,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000164209,ENST00000509442,SLC25A46,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000164104,ENST00000506267,HMGB2,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000164022,ENST00000510207,AIMP1,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000163964,ENST00000451319,PIGX,1,7,0.14
Esophagus.Eso-AdenoCA,ENSG00000163939,ENST00000423351,PBRM1,1,7,0.14
